,method,solution,time,fitness,optimal_solution,optimal_fitness,nr_of_components,dataset_idx,random_state,KL,JS
1298,iLSHADE Mann-Wald,"[ 0.03012382  0.30468965  0.1470177   0.30448534  0.19977163  0.04719317
  0.03011815  0.10145507  0.05081496  0.00365099  0.02762787  0.04592329
  0.00587344  0.0750767  -0.04470366  0.17001898  0.28877239  0.3982139
  0.5736341   0.73611704  0.76580726]",1.7799565000459552,0.08854881522546469,"[0.12565029 0.18619276 0.13062494 0.28197877 0.19099388 0.03813906
 0.0464203  0.01955998 0.07757733 0.00311004 0.02466366 0.04410066
 0.0988652  0.00611105 0.14648298 0.20160978 0.28878324 0.40041157
 0.56532828 0.73484387 0.73685782]",0.017921400510337335,7,32,5,0.05121820597422644,0.014211666985152069
1299,EM,"[0.22061282 0.08552607 0.13111327 0.28677171 0.20693862 0.048801
 0.02023651 0.03707436 0.04660145 0.00330037 0.02468484 0.04970858
 0.0066038  0.06604191 0.14656657 0.25245583 0.28859576 0.39967446
 0.57335443 0.736346   0.7937173 ]",0.9849877090891823,0.04096286657370989,"[0.12565029 0.18619276 0.13062494 0.28197877 0.19099388 0.03813906
 0.0464203  0.01955998 0.07757733 0.00311004 0.02466366 0.04410066
 0.0988652  0.00611105 0.14648298 0.20160978 0.28878324 0.40041157
 0.56532828 0.73484387 0.73685782]",0.017921400510337335,7,32,5,0.01916549500312248,0.0034735776741160107
1300,DO,"[0.0526675  0.17021115 0.23790181 0.25218525 0.16518197 0.07964617
 0.04220616 0.08688845 0.02664364 0.02866302 0.02552971 0.03888589
 0.03966794 0.09256532 0.08097197 0.15644433 0.29132676 0.40156711
 0.56663264 0.7038759  0.82828198]",1.9025518340058625,0.14870836374238017,"[0.12565029 0.18619276 0.13062494 0.28197877 0.19099388 0.03813906
 0.0464203  0.01955998 0.07757733 0.00311004 0.02466366 0.04410066
 0.0988652  0.00611105 0.14648298 0.20160978 0.28878324 0.40041157
 0.56532828 0.73484387 0.73685782]",0.003920014355188044,7,32,6,0.23248244132853313,0.05781689720971099
1301,GA Mann-Wald,"[0.04089621 0.14112548 0.28870333 0.22856168 0.17449442 0.09472233
 0.03149654 0.08283127 0.02371202 0.02314188 0.02701893 0.04345248
 0.01824108 0.08283715 0.07397778 0.15296455 0.28066027 0.40378122
 0.56554736 0.72365565 0.85558035]",1.8592599580297247,0.4667531766464067,"[0.12565029 0.18619276 0.13062494 0.28197877 0.19099388 0.03813906
 0.0464203  0.01955998 0.07757733 0.00311004 0.02466366 0.04410066
 0.0988652  0.00611105 0.14648298 0.20160978 0.28878324 0.40041157
 0.56532828 0.73484387 0.73685782]",0.017921400510337335,7,32,6,0.23730035324617393,0.06454667075204647
1302,iLSHADE Mann-Wald,"[ 0.03001753  0.31177044  0.1459087   0.30069087  0.20056974  0.0478228
  0.03023767  0.10113733  0.05113418  0.00364932  0.02745038  0.04568205
  0.00607285  0.07494295 -0.04479635  0.16993059  0.28878786  0.39807235
  0.5715212   0.73601805  0.75795572]",1.940710874972865,0.08816556231224394,"[0.12565029 0.18619276 0.13062494 0.28197877 0.19099388 0.03813906
 0.0464203  0.01955998 0.07757733 0.00311004 0.02466366 0.04410066
 0.0988652  0.00611105 0.14648298 0.20160978 0.28878324 0.40041157
 0.56532828 0.73484387 0.73685782]",0.017921400510337335,7,32,6,0.05241145004037595,0.013909318899106165
1303,EM,"[0.2934953  0.13761378 0.29599166 0.09324848 0.10835086 0.04775081
 0.0235491  0.05623169 0.00353024 0.026846   0.03443628 0.04063585
 0.0064026  0.07134944 0.17030701 0.28862919 0.39892235 0.54471183
 0.59911726 0.73634922 0.78027198]",0.6043239580467343,1000000.0,"[0.12565029 0.18619276 0.13062494 0.28197877 0.19099388 0.03813906
 0.0464203  0.01955998 0.07757733 0.00311004 0.02466366 0.04410066
 0.0988652  0.00611105 0.14648298 0.20160978 0.28878324 0.40041157
 0.56532828 0.73484387 0.73685782]",0.017921400510337335,7,32,6,0.0315507695782945,0.007203743803916076
1304,DO,"[0.05693601 0.23251105 0.16451849 0.27580532 0.17244526 0.0585972
 0.03918667 0.04827941 0.03542732 0.01234889 0.02498762 0.04484205
 0.01524269 0.09033284 0.07883362 0.17566479 0.29399537 0.40110947
 0.57051178 0.72712227 0.78154011]",1.8206117500085384,0.07654907704326645,"[0.12565029 0.18619276 0.13062494 0.28197877 0.19099388 0.03813906
 0.0464203  0.01955998 0.07757733 0.00311004 0.02466366 0.04410066
 0.0988652  0.00611105 0.14648298 0.20160978 0.28878324 0.40041157
 0.56532828 0.73484387 0.73685782]",0.003920014355188044,7,32,7,0.16163355839892335,0.04127735136041369
1305,GA Mann-Wald,"[0.06752385 0.23621139 0.1195271  0.31217911 0.13075898 0.0965333
 0.03726627 0.0738127  0.04120267 0.00463344 0.03520001 0.03898145
 0.04097701 0.06317006 0.05469978 0.17015056 0.28884458 0.40498286
 0.5811759  0.70714632 0.81027794]",1.9305396659765393,0.3205253416540553,"[0.12565029 0.18619276 0.13062494 0.28197877 0.19099388 0.03813906
 0.0464203  0.01955998 0.07757733 0.00311004 0.02466366 0.04410066
 0.0988652  0.00611105 0.14648298 0.20160978 0.28878324 0.40041157
 0.56532828 0.73484387 0.73685782]",0.017921400510337335,7,32,7,0.1553300492051951,0.04053595538372519
1306,iLSHADE Mann-Wald,"[ 0.03013679  0.31208945  0.14396116  0.30627922  0.19822189  0.04914584
  0.03033874  0.10116303  0.05095184  0.00362206  0.02740287  0.04624483
  0.00613831  0.08715297 -0.04472526  0.16994481  0.2888113   0.39785116
  0.5707791   0.73604725  0.75131907]",1.969854541006498,0.08808873908879321,"[0.12565029 0.18619276 0.13062494 0.28197877 0.19099388 0.03813906
 0.0464203  0.01955998 0.07757733 0.00311004 0.02466366 0.04410066
 0.0988652  0.00611105 0.14648298 0.20160978 0.28878324 0.40041157
 0.56532828 0.73484387 0.73685782]",0.017921400510337335,7,32,7,0.05100366129527645,0.014604575167348206
1307,EM,"[0.14929305 0.16376142 0.13154964 0.28170551 0.10411187 0.08516749
 0.08441101 0.02206374 0.08059437 0.00330748 0.02438083 0.03278985
 0.02713486 0.05470902 0.14678791 0.21148198 0.28858373 0.400761
 0.54187862 0.59878316 0.73694435]",1.7440817080205306,0.14161783190785018,"[0.12565029 0.18619276 0.13062494 0.28197877 0.19099388 0.03813906
 0.0464203  0.01955998 0.07757733 0.00311004 0.02466366 0.04410066
 0.0988652  0.00611105 0.14648298 0.20160978 0.28878324 0.40041157
 0.56532828 0.73484387 0.73685782]",0.017921400510337335,7,32,7,0.051246012083348336,0.010892251450944771
1308,DO,"[0.06065645 0.23746013 0.16546726 0.26016133 0.1537017  0.09437584
 0.02817729 0.0791962  0.04104694 0.01251265 0.02403665 0.03860898
 0.05145029 0.06534218 0.06837819 0.17482689 0.29618579 0.40459374
 0.5628727  0.69123666 0.83547531]",1.734779916005209,0.12164326503807414,"[0.12565029 0.18619276 0.13062494 0.28197877 0.19099388 0.03813906
 0.0464203  0.01955998 0.07757733 0.00311004 0.02466366 0.04410066
 0.0988652  0.00611105 0.14648298 0.20160978 0.28878324 0.40041157
 0.56532828 0.73484387 0.73685782]",0.003920014355188044,7,32,8,0.21663617555972825,0.054424744593537085
1309,GA Mann-Wald,"[0.06588886 0.23851524 0.16545143 0.2557818  0.08567094 0.09719434
 0.09149739 0.09349774 0.04500781 0.00704547 0.02787272 0.03301801
 0.05459899 0.0317152  0.02111989 0.16358294 0.28843213 0.40088304
 0.53969072 0.62658392 0.75225707]",1.9491720410296693,0.29455425771629545,"[0.12565029 0.18619276 0.13062494 0.28197877 0.19099388 0.03813906
 0.0464203  0.01955998 0.07757733 0.00311004 0.02466366 0.04410066
 0.0988652  0.00611105 0.14648298 0.20160978 0.28878324 0.40041157
 0.56532828 0.73484387 0.73685782]",0.017921400510337335,7,32,8,0.1878011399564582,0.04613037569621039
1310,iLSHADE Mann-Wald,"[0.23733855 0.08692527 0.12869953 0.29203116 0.21168436 0.06424115
 0.03       0.03499402 0.04411621 0.00293877 0.02466174 0.04990544
 0.0094496  0.10136525 0.14592163 0.25907826 0.28859425 0.39986324
 0.57366357 0.73832996 0.97001343]",1.8028587499866262,0.04556783355751882,"[0.12565029 0.18619276 0.13062494 0.28197877 0.19099388 0.03813906
 0.0464203  0.01955998 0.07757733 0.00311004 0.02466366 0.04410066
 0.0988652  0.00611105 0.14648298 0.20160978 0.28878324 0.40041157
 0.56532828 0.73484387 0.73685782]",0.017921400510337335,7,32,8,0.04683959978176777,0.01153617755736384
1311,EM,"[0.14664612 0.16634949 0.13152191 0.27947364 0.2053565  0.04783033
 0.02282201 0.02159782 0.08018115 0.00330695 0.02396452 0.04892874
 0.00641052 0.07039343 0.14665136 0.21042044 0.28858443 0.40039137
 0.57253018 0.73635712 0.78299649]",2.3595118750818074,0.017424477221129768,"[0.12565029 0.18619276 0.13062494 0.28197877 0.19099388 0.03813906
 0.0464203  0.01955998 0.07757733 0.00311004 0.02466366 0.04410066
 0.0988652  0.00611105 0.14648298 0.20160978 0.28878324 0.40041157
 0.56532828 0.73484387 0.73685782]",0.017921400510337335,7,32,8,0.002686712135916869,0.0009338836606346884
1312,DO,"[0.03781395 0.23909467 0.18559123 0.26943418 0.17786865 0.05084464
 0.03935267 0.08675039 0.0371701  0.01839541 0.02309338 0.04271369
 0.01920992 0.08731    0.03313791 0.16046884 0.30254456 0.40488639
 0.56855666 0.71661645 0.79864859]",1.7678402089513838,0.09954764274644633,"[0.12565029 0.18619276 0.13062494 0.28197877 0.19099388 0.03813906
 0.0464203  0.01955998 0.07757733 0.00311004 0.02466366 0.04410066
 0.0988652  0.00611105 0.14648298 0.20160978 0.28878324 0.40041157
 0.56532828 0.73484387 0.73685782]",0.003920014355188044,7,32,9,0.24189059039157118,0.058655991762274505
1313,GA Mann-Wald,"[0.07076408 0.18880364 0.22539913 0.22928908 0.12630759 0.0631497
 0.09628678 0.09427414 0.03400931 0.01269112 0.02220055 0.06439606
 0.02735021 0.03804593 0.06921085 0.16570795 0.28645811 0.39472351
 0.5114898  0.60747743 0.74496702]",1.879184125107713,0.3887597309528626,"[0.12565029 0.18619276 0.13062494 0.28197877 0.19099388 0.03813906
 0.0464203  0.01955998 0.07757733 0.00311004 0.02466366 0.04410066
 0.0988652  0.00611105 0.14648298 0.20160978 0.28878324 0.40041157
 0.56532828 0.73484387 0.73685782]",0.017921400510337335,7,32,9,0.22673265476314752,0.05655528424044557
1314,iLSHADE Mann-Wald,"[0.23908096 0.08548326 0.1284453  0.28619768 0.19948893 0.04792688
 0.03029972 0.03506399 0.04306026 0.00297593 0.02453661 0.04608694
 0.00584443 0.09082254 0.14637936 0.25966797 0.28853373 0.40024407
 0.56977774 0.7362814  0.74978503]",1.8853291249834,0.037054021130183204,"[0.12565029 0.18619276 0.13062494 0.28197877 0.19099388 0.03813906
 0.0464203  0.01955998 0.07757733 0.00311004 0.02466366 0.04410066
 0.0988652  0.00611105 0.14648298 0.20160978 0.28878324 0.40041157
 0.56532828 0.73484387 0.73685782]",0.017921400510337335,7,32,9,0.019233019314355504,0.003688827511413099
1315,EM,"[0.14525396 0.16717888 0.13160743 0.279962   0.20537989 0.04784859
 0.02276925 0.02141435 0.079674   0.00330968 0.02401412 0.04893544
 0.00641375 0.07030567 0.14658514 0.20943368 0.28858527 0.4003513
 0.57255362 0.73635684 0.78320713]",2.668393582920544,0.01727914477518085,"[0.12565029 0.18619276 0.13062494 0.28197877 0.19099388 0.03813906
 0.0464203  0.01955998 0.07757733 0.00311004 0.02466366 0.04410066
 0.0988652  0.00611105 0.14648298 0.20160978 0.28878324 0.40041157
 0.56532828 0.73484387 0.73685782]",0.017921400510337335,7,32,9,0.0036477448157399284,0.0008496295904109788
1316,DO,"[0.04388504 0.18219625 0.21824409 0.2688515  0.12595862 0.10830707
 0.05255742 0.09884041 0.02862832 0.02491475 0.02327378 0.03521425
 0.05700106 0.06182444 0.05944402 0.15447076 0.28612117 0.40228004
 0.55470931 0.65834191 0.78239596]",1.857993249897845,0.15529056281916065,"[0.12565029 0.18619276 0.13062494 0.28197877 0.19099388 0.03813906
 0.0464203  0.01955998 0.07757733 0.00311004 0.02466366 0.04410066
 0.0988652  0.00611105 0.14648298 0.20160978 0.28878324 0.40041157
 0.56532828 0.73484387 0.73685782]",0.003920014355188044,7,32,10,0.22562678292348892,0.05527586641693715
1317,GA Mann-Wald,"[0.03883869 0.24271789 0.16431236 0.28625938 0.17251958 0.06094056
 0.03441154 0.04441599 0.04052838 0.00584667 0.02913516 0.04531521
 0.00939854 0.08298989 0.06239631 0.16319327 0.2892531  0.40173198
 0.57247472 0.73604362 0.84295583]",1.9473635000176728,0.19531714515496082,"[0.12565029 0.18619276 0.13062494 0.28197877 0.19099388 0.03813906
 0.0464203  0.01955998 0.07757733 0.00311004 0.02466366 0.04410066
 0.0988652  0.00611105 0.14648298 0.20160978 0.28878324 0.40041157
 0.56532828 0.73484387 0.73685782]",0.017921400510337335,7,32,10,0.08377285552801828,0.021826617875114727
1318,iLSHADE Mann-Wald,"[0.23283076 0.08384626 0.12835971 0.28722715 0.20851685 0.06128374
 0.03029328 0.03478751 0.04341836 0.00301576 0.02460351 0.05016243
 0.00910942 0.1014929  0.14578032 0.25681117 0.28856857 0.39979311
 0.57301446 0.73824863 0.97033975]",1.827697457978502,0.045579642318270046,"[0.12565029 0.18619276 0.13062494 0.28197877 0.19099388 0.03813906
 0.0464203  0.01955998 0.07757733 0.00311004 0.02466366 0.04410066
 0.0988652  0.00611105 0.14648298 0.20160978 0.28878324 0.40041157
 0.56532828 0.73484387 0.73685782]",0.017921400510337335,7,32,10,0.04853602171785576,0.011564524197919493
1319,EM,"[0.14763585 0.16560407 0.13149787 0.27924145 0.20541835 0.04785118
 0.02275124 0.0217579  0.08043694 0.00330619 0.02394222 0.0489612
 0.00641401 0.07027835 0.14669953 0.21099341 0.28858403 0.40040738
 0.57254688 0.73635696 0.78327908]",3.817071459023282,0.017589824456530505,"[0.12565029 0.18619276 0.13062494 0.28197877 0.19099388 0.03813906
 0.0464203  0.01955998 0.07757733 0.00311004 0.02466366 0.04410066
 0.0988652  0.00611105 0.14648298 0.20160978 0.28878324 0.40041157
 0.56532828 0.73484387 0.73685782]",0.017921400510337335,7,32,10,0.003239506005485504,0.0008236536035647606
1320,DO,"[0.10128813 0.14869933 0.27878845 0.07726659 0.04901679 0.12702686
 0.21791387 0.06752831 0.02745272 0.02380061 0.01624203 0.072788
 0.05712368 0.0521373  0.0165509  0.2215636  0.38920379 0.55144031
 0.65830111 0.8168526  0.95263334]",1.840260999975726,0.03455408349542827,"[0.10731993 0.14897423 0.28250998 0.05901    0.05150129 0.03862006
 0.31206451 0.0682269  0.01761823 0.0225751  0.0089288  0.07215189
 0.02423662 0.06955639 0.01293717 0.21372639 0.39084974 0.55882807
 0.58079341 0.75757131 0.91093474]",0.0019398271985837014,7,33,1,0.060743761457563106,0.016001522341861908
1321,GA Mann-Wald,"[0.10470633 0.12672935 0.30164438 0.09704966 0.03869999 0.11887506
 0.21229523 0.06219061 0.02240156 0.02467007 0.02256686 0.06300162
 0.04888527 0.05196979 0.01907321 0.20899476 0.38922606 0.55714865
 0.70034041 0.82536236 0.94349371]",1.880471958895214,0.07945200985877364,"[0.10731993 0.14897423 0.28250998 0.05901    0.05150129 0.03862006
 0.31206451 0.0682269  0.01761823 0.0225751  0.0089288  0.07215189
 0.02423662 0.06955639 0.01293717 0.21372639 0.39084974 0.55882807
 0.58079341 0.75757131 0.91093474]",0.016208518191871902,7,33,1,0.044742413631399025,0.010784413210772451
1322,iLSHADE Mann-Wald,"[0.10894903 0.14857393 0.29015059 0.09560012 0.07805822 0.17666564
 0.13034392 0.06540779 0.0175867  0.02336279 0.01981677 0.08600949
 0.05790868 0.05171522 0.01198805 0.21331219 0.39055738 0.55619552
 0.73657593 0.87468627 0.96126829]",1.857359915971756,0.04752030324403129,"[0.10731993 0.14897423 0.28250998 0.05901    0.05150129 0.03862006
 0.31206451 0.0682269  0.01761823 0.0225751  0.0089288  0.07215189
 0.02423662 0.06955639 0.01293717 0.21372639 0.39084974 0.55882807
 0.58079341 0.75757131 0.91093474]",0.016208518191871902,7,33,1,0.024415896339478826,0.006303010381510359
1323,EM,"[0.10679031 0.14946216 0.28462104 0.10127495 0.09258571 0.15566706
 0.10959876 0.06464661 0.01793837 0.02307788 0.0348519  0.04896458
 0.03903562 0.04587358 0.01242498 0.21381664 0.39060297 0.56378507
 0.78103512 0.89454901 0.97673462]",0.2751343329437077,0.06607398390500226,"[0.10731993 0.14897423 0.28250998 0.05901    0.05150129 0.03862006
 0.31206451 0.0682269  0.01761823 0.0225751  0.0089288  0.07215189
 0.02423662 0.06955639 0.01293717 0.21372639 0.39084974 0.55882807
 0.58079341 0.75757131 0.91093474]",0.016208518191871902,7,33,1,0.028825381624298263,0.007300320543314677
1324,DO,"[ 0.05672966  0.07443861  0.14672911  0.27250846  0.098556    0.11946901
  0.23156914  0.05574309  0.07011256  0.03556629  0.024457    0.02637046
  0.06851198  0.06413149 -0.04552854  0.09549786  0.2383006   0.39050961
  0.55727346  0.80405831  0.9390289 ]",1.7668211250565946,0.07216943382793034,"[0.10731993 0.14897423 0.28250998 0.05901    0.05150129 0.03862006
 0.31206451 0.0682269  0.01761823 0.0225751  0.0089288  0.07215189
 0.02423662 0.06955639 0.01293717 0.21372639 0.39084974 0.55882807
 0.58079341 0.75757131 0.91093474]",0.0019398271985837014,7,33,2,0.11910766072531107,0.032263598024103585
1325,GA Mann-Wald,"[0.09496796 0.15502092 0.27950643 0.09159675 0.07084151 0.18566287
 0.12240355 0.06183501 0.01758584 0.02627972 0.01959261 0.0772566
 0.05719581 0.04660875 0.00506249 0.21413047 0.39070097 0.55200787
 0.71029919 0.86359946 0.97906462]",2.04782995802816,0.07456180934278171,"[0.10731993 0.14897423 0.28250998 0.05901    0.05150129 0.03862006
 0.31206451 0.0682269  0.01761823 0.0225751  0.0089288  0.07215189
 0.02423662 0.06955639 0.01293717 0.21372639 0.39084974 0.55882807
 0.58079341 0.75757131 0.91093474]",0.016208518191871902,7,33,2,0.04263488541400123,0.009985481467312164
1326,iLSHADE Mann-Wald,"[0.11085224 0.14680364 0.09224014 0.19508918 0.09843992 0.18135203
 0.19906279 0.06404814 0.01768497 0.01757981 0.01949864 0.02064422
 0.10184804 0.05930871 0.01183155 0.21336724 0.37023973 0.40001331
 0.55789585 0.82077376 0.93240833]",1.7442894160049036,0.04644344772494352,"[0.10731993 0.14897423 0.28250998 0.05901    0.05150129 0.03862006
 0.31206451 0.0682269  0.01761823 0.0225751  0.0089288  0.07215189
 0.02423662 0.06955639 0.01293717 0.21372639 0.39084974 0.55882807
 0.58079341 0.75757131 0.91093474]",0.016208518191871902,7,33,2,0.027205089616004652,0.006710925851639333
1327,EM,"[ 0.04775537  0.05826618  0.1502308   0.28470283  0.09970724  0.14009486
  0.21924272  0.0465297   0.04524604  0.01809328  0.02310681  0.03347424
  0.06745206  0.05717254 -0.03681357  0.05050392  0.21366922  0.39062327
  0.56266766  0.81257299  0.93838324]",0.0987213330809027,0.06551500542563742,"[0.10731993 0.14897423 0.28250998 0.05901    0.05150129 0.03862006
 0.31206451 0.0682269  0.01761823 0.0225751  0.0089288  0.07215189
 0.02423662 0.06955639 0.01293717 0.21372639 0.39084974 0.55882807
 0.58079341 0.75757131 0.91093474]",0.016208518191871902,7,33,2,0.03056401443199036,0.007665445503763795
1328,DO,"[0.11071249 0.14367324 0.26761469 0.07958682 0.07553352 0.16719551
 0.15568373 0.0648437  0.02011822 0.02467764 0.01502884 0.08480821
 0.05723074 0.05139838 0.00976732 0.21372603 0.39164862 0.55346795
 0.70729766 0.85664427 0.97490096]",2.0010471660643816,0.025271674519978582,"[0.10731993 0.14897423 0.28250998 0.05901    0.05150129 0.03862006
 0.31206451 0.0682269  0.01761823 0.0225751  0.0089288  0.07215189
 0.02423662 0.06955639 0.01293717 0.21372639 0.39084974 0.55882807
 0.58079341 0.75757131 0.91093474]",0.0019398271985837014,7,33,3,0.035613277388220954,0.009518586084914097
1329,GA Mann-Wald,"[0.10058274 0.15274685 0.25905577 0.10565657 0.05270403 0.2031393
 0.12611475 0.06847315 0.02066429 0.02608128 0.02423544 0.07383411
 0.05934585 0.05179802 0.02434512 0.21573347 0.39271894 0.55060566
 0.68922035 0.86297353 0.97100225]",1.9008773749228567,0.08748377981586447,"[0.10731993 0.14897423 0.28250998 0.05901    0.05150129 0.03862006
 0.31206451 0.0682269  0.01761823 0.0225751  0.0089288  0.07215189
 0.02423662 0.06955639 0.01293717 0.21372639 0.39084974 0.55882807
 0.58079341 0.75757131 0.91093474]",0.016208518191871902,7,33,3,0.04405502426833191,0.012981206503722796
