0,1,2,3,4,5,6,7,8
0.7187341870074785,0.060330504154445755,0.22093530883807577,0.8573469487523797,1.157254657830032,0.2872645199670295,1.947065233753209,9.087887466589294,9.626176065121799
0.15296627388128176,0.3040113713607175,0.5430223547580008,0.5964264925512066,0.250109433781409,0.06791233425691262,2.0299830796647136,6.924011225539739,7.16600150471466
0.2328722838520874,0.3412899924195885,0.425837723728324,1.3849974172274742,0.6289221416862959,0.70441941997476,2.2678860691856206,4.019470289555068,9.39186724062969
0.14071248435518333,0.6693968422683908,0.18989067337642596,1.2410107950435416,0.6550613498890767,0.9716469078605235,0.2588990762031118,2.2420215093858697,5.9238290983641235
0.4566415772701814,0.46163306087040323,0.08172536185941545,0.9634074617384399,0.49148977287785145,0.5021991637861861,0.7309320225133653,3.838330845364851,7.080466846929331
0.29292631435402994,0.34309255757287416,0.363981128073096,0.4103532180729925,0.054452599536594204,0.4350572068727889,3.3789357287933477,3.922454743497026,5.00431695556172
0.1092580678687514,0.34641295583179366,0.5443289762994549,1.0042437531505386,1.1454713345721084,0.8965767940272374,0.5135063980659116,4.294226094036494,6.757761924916201
0.14381419568227047,0.13925365418103397,0.7169321501366956,0.7067746648742477,1.0669565998981352,1.3705945296864295,0.843574969766282,5.194057663495288,9.332964955089103
0.561305673034751,0.2619413247930754,0.17675300217217363,0.5191251142500813,0.03837420004416189,0.28093593190861993,1.9990732723465443,7.178028693406498,9.790946310875974
0.6440177571535786,0.29487005017039064,0.06111219267603083,2.0109177771711337,0.10443907850275391,0.8804380236620664,0.1974713994837196,8.075256608227463,9.46196793987929
0.41636683630575516,0.518856328502097,0.06477683519214793,0.13496829774095806,1.1216066491734915,0.9151056026870955,0.950438690594636,1.24008689349559,8.977678780537664
0.5605132535235391,0.23208783998440122,0.20739890649205978,0.9992775398345716,0.16579008188857003,0.4277422578261004,0.06243444959116662,5.707159553499469,8.062673436607247
0.07459124034448081,0.24644103099562822,0.6789677286598909,0.6035513321598124,0.41848770098543686,1.032175539566398,1.9388969815954604,4.454720677929608,6.625961215889391
