ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,ic.costs_runtime,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_meta.costs_runtime,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_distr.costs_runtime,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,ela_level.costs_runtime,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,nbc.costs_runtime,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,disp.costs_runtime,fid,dim,iid
0.7663705416643981,2.8478478478478473,48.605642321421385,2.0070070070070067,0.37755102040816324,0.735497,0.007867464558261483,466.965326153356,17.288551893343055,17.483083345361216,1.011252038529211,0.7262246391082772,0.36102313626308136,1.1521808847821482,0.9925175867418643,0.004982,1.411066991560132,1.2673204972996084,2,0.14832,0.1,0.1,1.0,0.25,0.12,2.0833333333333335,0.5800000000000001,0.07,8.285714285714286,0.46655,0.5642989340585978,0.6400152192672304,0.39712495980537016,0.40643515657230456,-0.21187917329320533,0.007499,0.5150711403183449,0.6944213041931406,0.6743396287668268,0.7506209692236359,0.5228224933374367,0.6061635611015986,0.6285025139454037,0.6287023908547623,-2.5501610262350893,-1.6069880456402972,-1.7125942701230126,-1.3114432609015187,-2.4721936668847575,-2.040414597164959,-1.9246794315835993,-1.923643895703191,0.001139,7,2,1
0.7510468206903103,2.7077077077077076,14.00058382468096,1.4664664664664666,0.37755102040816324,0.259782,0.04490713910808519,141.23270306492455,4.15970771578106,8.995425767953869,2.1625139030386933,0.5736395050465724,0.2702364464356085,2.261532538257019,0.9690802077089082,0.134373,1.473440035350572,1.7339926512986281,2,0.11728,0.1,0.1,1.0,0.25,0.17,1.4705882352941175,0.38,0.11000000000000001,3.454545454545454,0.346703,0.537379153062309,0.6501936612696169,0.37516114455877636,0.39093766807526587,-0.2620079753263323,0.017538,0.4352096263302993,0.4255028009955152,0.5313209730081022,0.604730926426925,0.44469535182028375,0.37123947949865765,0.4776873922606029,0.5457288613021632,-2.9733587539016786,-3.024460676716415,-2.467377194518994,-2.080907917071603,-2.861061796639127,-3.2395239448079103,-2.691078947033262,-2.340513094036819,0.001187,7,2,2
0.6182098772356348,3.2482482482482484,18.461469463245457,2.467467467467467,0.37755102040816324,0.326317,0.8780704519442927,1777.9942155979995,109.6065771412489,592.5117651239816,5.405804839251732,0.8915556468026224,0.9803582294827917,17.516041904255186,0.9983433209817338,0.004375,0.8921131309117917,-0.3569862731482947,2,0.242839,0.12000000000000002,0.07,1.7142857142857144,0.02,0.02,1.0,0.04,0.04,1.0,0.280589,0.5016102070920874,0.6755127742070185,0.27785419088639873,0.3524224941593657,-0.14004520995809824,0.154584,0.7240388677140346,0.6806485333030862,0.5751839512674158,0.6125160253633928,0.7398198466439493,0.6550459222123304,0.5167798650840143,0.5650072435070116,-1.452807070856621,-1.6812370099457832,-2.236459005293975,-2.039922990359176,-1.3405101135940694,-1.777285561697254,-2.489665216934215,-2.241186277652151,0.00114,7,2,3
0.7644400283656808,2.9079079079079078,39.5104472873804,1.866866866866867,0.41836734693877553,0.515688,0.7771237922018844,474.60829598662787,101.58432718273791,109.94909340547217,1.0823430784523194,0.9421140035676183,0.8762287657738862,1.4997538734407758,0.9955254494747454,0.004603,1.4026996051567642,1.0368417662546605,2,0.090555,0.11000000000000001,0.06999999999999999,1.5714285714285718,0.18,0.09,2.0,0.06999999999999999,0.07,0.9999999999999998,0.420364,0.591760637933021,0.647706703823161,0.45066742322742104,0.38675425045290135,-0.14879388563256252,0.042955,0.0869299537947293,0.4790664901647522,0.5582251059663865,0.6288737183448668,0.08882465838917228,0.48297894047605516,0.5011079119658026,0.5776904447900217,-4.8068893192531,-2.742472754281037,-2.3257394418641795,-1.9538073412837793,-4.694592361990549,-2.6638156304125005,-2.5704108517712636,-2.1758394040596922,0.00124,7,2,4
0.7148016214432554,3.1481481481481484,15.714897252271214,2.347347347347347,0.3979591836734694,0.337631,0.7203643452752696,1243.2032518578412,237.38089153428615,281.16641733073874,1.1844526133230417,0.9325857045192111,0.8349265794241025,1.0625633095018585,0.9978420660722545,0.004732,1.282333033637345,0.7260281809504656,1,0.124477,0.1,0.030000000000000006,3.333333333333333,0.24000000000000005,0.030000000000000006,8.0,0.08,0.08,1.0,0.442806,0.5213509359873602,0.6553825232739816,0.32235189617022064,0.3743391475600253,-0.15945626940557373,0.095836,0.3230271238166412,0.288468436922143,0.3778729329732165,0.6183560579046241,0.3300677461672561,0.2867423997503341,0.294529117178226,0.5854954169882979,-3.5639474774953523,-3.7458828981248766,-3.275209789367024,-2.00917793398239,-3.4516505202328007,-3.674873023170494,-3.634754000527349,-2.1356263284920423,0.042944,7,2,5
0.6618021365655439,2.9679679679679674,48.605642321421385,2.0070070070070067,0.32653061224489793,0.308426,0.865411957761314,928.3643512322017,128.7826376170598,284.64419650619385,2.210268416404038,0.9080897002897186,0.9176263322306814,4.6981818695465964,0.9964700070238949,0.081665,0.8855144946187791,-0.5010705229788974,2,0.126162,0.11000000000000001,0.04,2.7500000000000004,0.06,0.05,1.2,0.05,0.06,0.8333333333333334,0.512395,0.3565389628557201,0.6374368859700196,0.1505853952579207,0.3689441715114997,-0.18328737531186423,0.025984,1.2131125350502125,0.7866883529336667,0.6972167717917366,0.664370121603455,1.2395532472949644,0.9607598796463082,0.6183960155160726,0.6197281056159107,1.1219384238802617,-1.1229866560806316,-1.5940129366548854,-1.7669352799290814,1.2342353811428133,-0.20217444533821904,-1.9661146093970605,-1.959251363957244,0.001121,7,2,6
0.7504141011872447,2.9879879879879874,27.954159990678594,1.8868868868868869,0.40816326530612246,0.442986,0.7821208150090156,284.3435572220483,10.698238935920216,125.76558428316703,11.755727745143059,0.8112460701584169,0.9885632341200542,43.643688860082655,0.9923321952385304,0.004381,1.076607827679247,-0.002374569364346435,1,0.068704,0.1,0.030000000000000006,3.333333333333333,0.27,0.07999999999999999,3.375000000000001,0.02,0.030000000000000006,0.6666666666666665,0.505837,0.5388251052836318,0.6590872883334741,0.44465952104220774,0.36729081089708454,-0.21896798264498102,0.009801,0.2000736633300533,0.37401987338824144,0.4241960440914691,0.7353165146478948,0.20443442130346287,0.3585092341588541,0.36886340681995744,0.6513781708127089,-4.2112402875426085,-3.2954943568461967,-3.03134014432246,-1.3934355025766418,-4.098943330280056,-3.3051132005848,-3.2517660371248955,-1.7961826904056575,0.00108,7,2,7
0.679795454185372,3.2082082082082084,27.954159990678594,2.3273273273273274,0.35714285714285715,0.396907,0.8193564259375942,1234.353706943837,2.8630485070883367,420.93540019685133,147.02349581388484,0.817475725097786,0.9974566771977497,726.7740380544248,0.997698202854947,0.004362,0.9629069277220151,-0.41074201588070514,1,0.135189,0.11000000000000001,0.05,2.2,0.23000000000000004,0.06000000000000001,3.833333333333333,0.030000000000000006,0.030000000000000006,1.0,0.401994,0.46849993516069305,0.6723401347857129,0.2847586805018787,0.3461481501273712,-0.17827739816593574,0.081878,0.44113626000409045,0.6113635291454198,0.6137036421618066,0.7022581489209826,0.45075116099183055,0.49841491699972607,0.5888194125369084,0.6580166683513934,-2.9421577828216705,-2.0459903471667698,-2.0336707400226475,-1.5674724297380136,-2.829860825559119,-2.5842858031898035,-2.1185003117956174,-1.7619795700873375,0.001226,7,2,8
0.6317444592689971,3.2082082082082084,36.030634174844224,2.1871871871871873,0.3673469387755102,0.346446,0.7083727821139818,1348.0366651758031,47.40828473047936,427.16432100668,9.010330650753346,0.7746349304134188,0.9790716636631114,30.86620907603062,0.9978640035210117,0.00442,1.1567623500750623,0.16446986934124608,2,0.215806,0.1,0.030000000000000006,3.333333333333333,0.38,0.07999999999999999,4.750000000000001,0.07999999999999999,0.1,0.7999999999999998,0.344088,0.4146621403900986,0.6697076053450862,0.3103751357977098,0.3469985542886765,-0.21211836998230144,0.042327,0.1643916060422236,0.6541735561657663,0.6654608343214505,0.7329840317165042,0.16797464638285872,0.7174675323886818,0.6733700164801886,0.698378871968046,-4.399089731053195,-1.8206154567120048,-1.7611931845265478,-1.405714940870384,-4.286792773790643,-1.4556745599783198,-1.682875464033501,-1.554023884547314,0.001069,7,2,9
0.7160645775686638,2.5675675675675675,3.851107002325569,1.7667667667667668,0.41836734693877553,0.301225,0.846279144937491,-89.88094652997164,34.75883951391849,93.54654683707815,2.6913023606446727,0.8877385934592809,0.9413649828611138,21.122689432324748,0.9913507929872201,0.004323,1.0951114983248296,0.23369058651611851,1,0.131109,0.13999999999999999,0.01,13.999999999999998,0.06,0.06,1.0,0.05,0.05,1.0,0.56199,0.6010058973351136,0.663207386812114,0.34266267459367994,0.38833410214562053,-0.19619275809326364,0.023944,0.12846317051808567,0.2264779490776211,0.28649669112248244,0.6530919195656182,0.131263123224515,0.23466774806412602,0.2635340058449128,0.5800348830511628,-4.588236241440007,-4.072233998079952,-3.756263223121914,-1.8263097705734372,-4.475939284177455,-3.943174030556409,-3.7944481957929703,-2.1637602997959027,0.001181,7,2,10
