,value
0,1.4365180454948625
1,-1.9176346204751131
2,-1.7922576283951837
3,-2.6094529332342558
4,0.29811144398701783
5,-4.452308045320424
6,1.61721764632472
7,-2.141810351342654
8,-0.5214413559143521
9,-1.374055563216115
10,1.193161905567461
11,-4.090211064246481
12,-1.4836258060202612
13,-1.5760815320026236
14,0.700654163503156
15,-2.6498369009710463
16,-1.2586423113256537
17,-2.3167876268820575
18,-0.9366793799266108
19,-0.12577717942626665
20,-2.6509287658193816
21,0.7170855647594212
22,0.3523860808891932
23,-0.2462584916471977
24,0.35128392389661767
25,-2.0255917887614996
26,-1.1843353382779722
27,-2.4036541513886034
28,-1.4018321194390237
29,-0.20446679989272099
30,-2.0374911275879635
31,-1.595130290283966
32,-2.030759050179399
33,-2.2678084622480794
34,-2.0068691962552285
35,-1.018996898378352
36,-2.6759655229529167
37,-0.6483764532743618
38,1.4897032656648057
39,0.11306624086600348
40,-1.2877533285424225
41,-2.3314434461272544
42,-2.1207374406262565
43,1.53868190154162
44,-0.9237883678359565
45,-1.95549346985403
46,-0.713626772998801
47,2.1503827047182633
48,-0.8197615712775563
49,-0.07419533543887114
50,-0.5497445200662587
51,-1.528374769740278
52,-2.7137772970332104
53,-1.5240140836193161
54,-1.3133413500621671
55,-0.1200652132267035
56,0.2584751208117573
57,0.396653121955336
58,-0.5716190121186118
59,0.32771174640609213
60,-2.131596911494979
61,0.8793022328499318
62,-0.23060526937298675
63,-1.4471392526540736
64,-0.26722278019375445
65,-1.1133575695315836
66,0.6974440811771405
67,1.2797252246332982
68,2.2783631097997423
69,-3.0947445032322065
70,-3.166170708144384
71,-1.7566987944196768
72,-0.7599443958282543
73,0.31425338167433736
74,-0.5265475791375922
75,-4.0333018237360045
76,-1.4593060189425577
77,0.24196196391086922
78,-0.6548578969534249
79,0.14301677046803718
80,-1.333492213915539
81,-1.301137103394996
82,-0.7201579135175735
83,-0.3849225291876155
84,-0.7025504198098453
85,-0.8214870312888118
86,-2.0059934294335457
87,-0.43365432051862085
88,-0.8172680935128446
89,0.6942258618678796
90,0.7983768198522605
91,-0.7222653737740843
92,-1.5629274251351712
93,-1.9580956111813337
94,-0.3647584689038307
95,-0.8839898974771608
96,-1.5157805133566133
97,-0.9346047147486296
98,-1.930001265922194
99,0.04704805110832844
100,-1.6706928471789975
101,0.8367615572082483
102,-0.39476253731379995
103,-0.10963221514439958
104,-2.642367768611563
105,-0.7459263504119978
106,0.11083467664441216
107,-2.430550902711902
108,-1.3993277590054332
109,-0.9510781799599621
110,-3.0596759803701334
111,-0.5272609119365623
112,0.2692409713775501
113,-2.2892739112479794
114,-0.474181032003839
115,-2.9684251168561477
116,-1.0580432638990767
117,-3.423658532054942
118,0.682126562353496
119,-0.3866491930947583
120,-1.0369254338136675
121,-2.1627424287537393
122,0.910633895238165
123,1.9506526238821023
124,-3.786972796670128
125,0.8542460456792305
126,1.4414761297233598
127,-0.4929824551382863
128,-2.798902048502779
129,0.2950179763160323
130,-1.2713804531172257
131,-1.9058809416898859
132,-2.8450872035004426
133,-0.174193756035677
134,0.18921029887902163
135,-1.9352960945196873
136,-0.21913549438994373
137,-2.716512084434714
138,0.20279154780701703
139,-0.9301490523637816
140,-1.2798546578610233
